filename,label
apparel-dataset/white_hoodie/00000139.jpg,white_hoodie
apparel-dataset/white_hoodie/00000120.jpg,white_hoodie
apparel-dataset/white_hoodie/00000025.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000141.jpg,white_hoodie
apparel-dataset/white_hoodie/00000100.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000004.jpg,white_hoodie
apparel-dataset/white_hoodie/00000125.jpg,white_hoodie
apparel-dataset/white_hoodie/00000060.jpg,white_hoodie
apparel-dataset/white_hoodie/00000023.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000135.jpg,white_hoodie
apparel-dataset/white_hoodie/00000050.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000038.jpg,white_hoodie
apparel-dataset/white_hoodie/00000053.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000068.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000062.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000087.jpg,white_hoodie
apparel-dataset/white_hoodie/00000041.jpg,white_hoodie
apparel-dataset/white_hoodie/00000111.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000108.jpg,white_hoodie
apparel-dataset/white_hoodie/00000036.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000061.jpg,white_hoodie
apparel-dataset/white_hoodie/00000043.jpg,white_hoodie
apparel-dataset/white_hoodie/00000016.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000112.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000129.jpg,white_hoodie
apparel-dataset/white_hoodie/00000140.jpg,white_hoodie
apparel-dataset/white_hoodie/00000122.jpg,white_hoodie
apparel-dataset/white_hoodie/00000055.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000149.jpg,white_hoodie
apparel-dataset/white_hoodie/00000071.jpg,white_hoodie
apparel-dataset/white_hoodie/00000105.jpg,white_hoodie
apparel-dataset/white_hoodie/00000019.jpg,white_hoodie
apparel-dataset/white_hoodie/00000003.jpg,white_hoodie
apparel-dataset/white_hoodie/00000089.jpg,white_hoodie
apparel-dataset/white_hoodie/00000102.jpg,white_hoodie
apparel-dataset/white_hoodie/00000132.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000115.jpg,white_hoodie
apparel-dataset/white_hoodie/00000017.jpg,white_hoodie
apparel-dataset/white_hoodie/00000066.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000067.jpg,white_hoodie
apparel-dataset/white_hoodie/00000142.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000096.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000117.jpg,white_hoodie
apparel-dataset/white_hoodie/00000079.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000093.jpg,white_hoodie
apparel-dataset/white_hoodie/00000148.jpg,white_hoodie
apparel-dataset/white_hoodie/00000107.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000005.jpg,white_hoodie
apparel-dataset/white_hoodie/00000056.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000133.jpg,white_hoodie
apparel-dataset/white_hoodie/00000083.jpg,white_hoodie
apparel-dataset/white_hoodie/00000037.jpeg,white_hoodie
apparel-dataset/white_hoodie/00000081.jpg,white_hoodie
